,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Text,Feature_Words,Sentiment
373,373,373,373,373,373,373,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift",add pillow instead seat first class arm race,neg
374,374,374,374,374,374,374,â€œ@VirginAmerica: @KarinSLee Of course. Have fun celebrating!â€ Thanks! Happy Chinese New Year!,fun happy chinese new,neu
375,375,375,375,375,375,375,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,flight booking problem last second flight next week san chance want gift promo code since love guy,neg
376,376,376,376,376,376,376,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,comenity bank please nothing constant problem bank,neg
377,377,377,377,377,377,377,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",u also add,neg
378,378,378,378,378,378,378,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",grandma would bday greeting flight stewardess eastern,neg
379,379,379,379,379,379,379,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,bought tix atx dallas route thanks adding love yr airline yr website best transactional site ever,neg
380,380,380,380,380,380,380,"@VirginAmerica Anytime, sugafly.",,neg
381,381,381,381,381,381,381,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,gave credit late flight flight great service wow unexpected,neg
382,382,382,382,382,382,382,@VirginAmerica I need a receipt for a flight change. Can you send one?,need receipt flight send,neg
383,383,383,383,383,383,383,"@VirginAmerica, I submitted a status match request a while back and still havenâ€™t heard! Iâ€™m flying on Monday. Can you look / accelerate?",submitted status match request back still flying look,neg
384,384,384,384,384,384,384,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,safety video loved first cross country livewelltraveled sytycd,neg
385,385,385,385,385,385,385,@VirginAmerica that doesn't look to fat to me! It looks yummy!,look fat look,neg
386,386,386,386,386,386,386,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29",ceo say southwest jetblue strayed low cost,neg
387,387,387,387,387,387,387,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,brilliant brisk boston cue,neg
388,388,388,388,388,388,388,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,atlantic plough lone furrow middleeast,neg
389,389,389,389,389,389,389,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,atlantic plough lone furrow middleeast,neg
390,390,390,390,390,390,390,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,atlantic plough lone furrow middleeast,neg
391,391,391,391,391,391,391,@VirginAmerica omg omgðŸ˜ðŸ˜ nonstop Dallas to Austin on virginâœ¨ðŸ˜±âœˆï¸,omg nonstop dallas austin,pos
392,392,392,392,392,392,392,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),plane really thought u know,neg
393,393,393,393,393,393,393,@VirginAmerica when are you flying to hawaii,flying hawaii,neg
394,394,394,394,394,394,394,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,pulling hair trying book flight site work iphone computer help,neg
395,395,395,395,395,395,395,@VirginAmerica thank you,thank,neg
396,396,396,396,396,396,396,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,get help support thank,neg
397,397,397,397,397,397,397,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,good home texas moodlighting,neg
398,398,398,398,398,398,398,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,can not even open laptop seat paid premium let,neg
399,399,399,399,399,399,399,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!,seat can not even open paid extra,neg
400,400,400,400,400,400,400,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess Iâ€™m still road tripping on Feb 27â€¦,guy starting flight end guess still road tripping feb,neg
401,401,401,401,401,401,401,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",thanks needing way make austin trip come,neg
402,402,402,402,402,402,402,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C",announced new route austin,neg
403,403,403,403,403,403,403,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,thought guy,neg
404,404,404,404,404,404,404,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,never ur plane,neg
405,405,405,405,405,405,405,@VirginAmerica you should have 39 dollar LAX-Las fares!!!,dollar,neg
406,406,406,406,406,406,406,@VirginAmerica great. Well deserved.,well,neg
407,407,407,407,407,407,407,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,fyi email address say contact password reset email email,neg
408,408,408,408,408,408,408,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!,status match week gone next week hope flt count towards cust svc,neg
409,409,409,409,409,409,409,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,website suck donkey thought,neg
410,410,410,410,410,410,410,@VirginAmerica You should still develop an app - then you will be my favorite airline.,still develop app favorite,neg
411,411,411,411,411,411,411,@VirginAmerica all crap channels which is why I pay to watch UK tv,crap channel pay watch uk tv,neg
412,412,412,412,412,412,412,@VirginAmerica got it. All set - Thanks!,got set,neg
413,413,413,413,413,413,413,@VirginAmerica no A's channel this year?,channel,neg
414,414,414,414,414,414,414,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,thing see passbook virgin mobile,neg
415,415,415,415,415,415,415,@VirginAmerica Giants and Virgin America. A match made in heaven.,giant virgin match made,neg
416,416,416,416,416,416,416,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",thank see,neg
417,417,417,417,417,417,417,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.,come iphone still using making waste,neg
418,418,418,418,418,418,418,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,back seat entertainment system accept credit card apostrophe apostrophefail,neg
419,419,419,419,419,419,419,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,vx use lga slot instead adding au make le likely,neg
420,420,420,420,420,420,420,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,helping step tindertips tinderchamp,neg
421,421,421,421,421,421,421,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,luv ur people thing u charge herbal tea black caffeine drinker,neg
422,422,422,422,422,422,422,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!,thank see excited see expansion spread,neg
423,423,423,423,423,423,423,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf",announces new nonstop connecting,neg
424,424,424,424,424,424,424,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC,add love field,neg
425,425,425,425,425,425,425,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,sad learn longer fly sfo hope,neg
426,426,426,426,426,426,426,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",tweet cancelled fee rebook one,neg
427,427,427,427,427,427,427,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,incredible customer service ever,neg
428,428,428,428,428,428,428,"@VirginAmerica Now, when will we see VirginAmerica come to Philadelphia (PHL).",see virginamerica come philadelphia,neg
429,429,429,429,429,429,429,"@VirginAmerica , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",really open route dallas mean houston might,neg
430,430,430,430,430,430,430,@VirginAmerica OMG FINALLY,omg finally,neg
431,431,431,431,431,431,431,@VirginAmerica to start 5xweekly #A319 flights from to #Dallas @DallasLoveField #Austin on 28APR #avgeek,start flight dallas austin avgeek,neg
432,432,432,432,432,432,432,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,nice see expanding texas forget u sandiego would love see flight,neg
433,433,433,433,433,433,433,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,kinda sucked earphone jack work may want look future passenger,neg
434,434,434,434,434,434,434,@VirginAmerica Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,poor first computer problem seat missing meeting san,neg
435,435,435,435,435,435,435,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday",battle route via,neg
436,436,436,436,436,436,436,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,thankyou route make,neg
437,437,437,437,437,437,437,@virginamerica awesome deals DAL-AUS for only $39 each way! https://t.co/xCVQXYkg49,awesome deal,neg
438,438,438,438,438,438,438,@VirginAmerica I miss the #nerdbird in San Jose,miss nerdbird san jose,neg
439,439,439,439,439,439,439,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",love taking consumer win biz,neg
440,440,440,440,440,440,440,@VirginAmerica â€‹ is flying from Love to Austin now. That is most excellent news.,flying love austin excellent,neg
441,441,441,441,441,441,441,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,make every vx plane nerdbird austin one getting nerd,neg
442,442,442,442,442,442,442,@VirginAmerica please add more frequency to PDX Portland,please add frequency pdx portland,neg
443,443,443,443,443,443,443,@VirginAmerica Congrats VX on the new route! âœˆï¸ðŸŽ‰,congrats vx new,pos
444,444,444,444,444,444,444,"@VirginAmerica I tried that. You offered to charge me an additional $1k for a new ticket or be stranded until Thurs. 1st time, last time.",tried offered charge additional new ticket stranded last,neg
445,445,445,445,445,445,445,@VirginAmerica @AmericanAir can u help with flights to get a 2y old battling cancer who needs treatment in ðŸ‡ºðŸ‡¸ @FreyaBevan_Fund ðŸ’— ðŸŽ€ ðŸ’—,u help flight get old battling cancer need treatment,pos
446,446,446,446,446,446,446,"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",never bad experience one took extortion carry item,neg
447,447,447,447,447,447,447,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,spend hour worrying item carryon would since carry plane lock,neg
448,448,448,448,448,448,448,"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",group e told room got room least bag,neg
449,449,449,449,449,449,449,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1),thanks making flight lax jfk nightmare forcing check carry bag,neg
450,450,450,450,450,450,450,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........,lot flight book site phone waiting,neg
451,451,451,451,451,451,451,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.,flight artisanal cheese wine,neg
452,452,452,452,452,452,452,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,virgin america fly direct seattle nyc,neg
453,453,453,453,453,453,453,@VirginAmerica That's classy.,,neg
454,454,454,454,454,454,454,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.,sure lot flight go lot faster strong,neg
455,455,455,455,455,455,455,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks ðŸ˜ƒðŸ‘,minute elevate silver upgrade window open freeneversucks,pos
456,456,456,456,456,456,456,@VirginAmerica save some for 871 tomorrow AM!,save tomorrow,neg
457,457,457,457,457,457,457,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,taking year fly home get shit,neg
458,458,458,458,458,458,458,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,club virgin bumping new york,neg
459,459,459,459,459,459,459,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,would rough trip luckily virginamerica weather,neg
460,460,460,460,460,460,460,@VirginAmerica is that #thestarter??ðŸ˜,thestarter,pos
461,461,461,461,461,461,461,@VirginAmerica ...Please come to Minneapolis St. Paul!,come minneapolis,neg
462,462,462,462,462,462,462,@VirginAmerica YES FYI  MY BFF,yes fyi bff,neg
463,463,463,463,463,463,463,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",another perfect come sun visor stay carrier make raise,neg
464,464,464,464,464,464,464,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi â€“ just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX",nice rt man steel might wifi sciencebehindtheexperience,neg
465,465,465,465,465,465,465,@VirginAmerica I love the dancing little richard. cool beans.,love dancing little cool,neg
466,466,466,466,466,466,466,@VirginAmerica I donâ€™t use Passbook =/ I still love you though &lt;3 :) Iâ€™ll just use my email in the future.,use passbook still love though use email,neg
467,467,467,467,467,467,467,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,thanks free birthday right,neg
468,468,468,468,468,468,468,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3,application looking saw virgin mexico,neg
469,469,469,469,469,469,469,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.,man steel fly city frequency,neg
470,470,470,470,470,470,470,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,thanks much added site,neg
471,471,471,471,471,471,471,@VirginAmerica Good point!,good,neg
472,472,472,472,472,472,472,.@VirginAmerica I heard he has a virgin mobile hotspot ;),heard virgin mobile hotspot,neg
473,473,473,473,473,473,473,@VirginAmerica you got cheese pLate Flights too.,got cheese plate flight,neg
474,474,474,474,474,474,474,@VirginAmerica On all your flights?,,neg
475,475,475,475,475,475,475,@VirginAmerica Dad on Segway is the best part of this whole infographic!,dad segway best part whole,neg
476,476,476,476,476,476,476,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),plan short haul airline would defiantly fly guy,neg
477,477,477,477,477,477,477,@VirginAmerica wifi AND better seating.,wifi better,neg
478,478,478,478,478,478,478,@VirginAmerica how come ABC is the only one of the network channels you don't have?,come abc one network channel,neg
479,479,479,479,479,479,479,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,started flight scolding using overhead bin offered person seated next,neg
480,480,480,480,480,480,480,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience",return call day ask myvxexperience,neg
481,481,481,481,481,481,481,"@VirginAmerica While other airlines weren't Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",airline cancelled flighting flight helping customer get virgin saying good,neg
482,482,482,482,482,482,482,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",dear virgin stranded sf day least accommodate,neg
483,483,483,483,483,483,483,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs,use next airline commercial lol,neg
484,484,484,484,484,484,484,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,grouping virgin others bos weather exposed actual cu serv never flight booking problem virgin,neg
485,485,485,485,485,485,485,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers.",one traveler affected boston shocked complete apathy toward,neg
486,486,486,486,486,486,486,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,umm reason someone different contact contact get definitive,neg
487,487,487,487,487,487,487,@virginamerica Trying to make the change in advance (not just 24 hours prior)â€¦tried it online earlier and it wanted $300 in change fees.,trying make change advance hour online earlier wanted change,neg
488,488,488,488,488,488,488,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",loyal driving nyc pa fly since cut philly flight,neg
489,489,489,489,489,489,489,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,way change main cabin main cabin select without paying change fee,neg
490,490,490,490,490,490,490,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,guy perfect wervirgin,neg
491,491,491,491,491,491,491,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.,best customer service left,neg
492,492,492,492,492,492,492,@VirginAmerica Can you give me Silver Status for 12 months?,give silver status,neg
493,493,493,493,493,493,493,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings,really wish fly fargo fare amazings,neg
494,494,494,494,494,494,494,"@VirginAmerica mood lighting on pointðŸ™Œ Reclining my seat, kickin up my feetðŸ’¤",mood lighting reclining kickin,pos
495,495,495,495,495,495,495,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?,flight scheduled departure still say time plane update long,neg
496,496,496,496,496,496,496,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either ðŸ˜¡,group got cancelled flightlation fee waived ticket booked rep help either,pos
497,497,497,497,497,497,497,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?,sign bonus enroll,neg
498,498,498,498,498,498,498,@VirginAmerica just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,got newark home folk ewr incredible letsgohome,neg
499,499,499,499,499,499,499,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?,question regarding elevate point flight dm,neg
500,500,500,500,500,500,500,@VirginAmerica still waiting to see  @Starryeyes_Dev_  ðŸ˜ž,still waiting see,pos
501,501,501,501,501,501,501,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,wondering guy recieved dm able potentially respond asap,neg
502,502,502,502,502,502,502,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,flying lax sfo looking awesome movie lineup actually wish long,neg
503,503,503,503,503,503,503,â€œ@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckcâ€ @JenniferDawnPro,book town fare,neu
504,504,504,504,504,504,504,@united thanks,thanks,neg
505,505,505,505,505,505,505,@united Thanks for taking care of that MR!! Happy customer.,thanks taking care happy,neg
506,506,506,506,506,506,506,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,still refund word via please resolve issue cancelled flightled flight useless,neg
507,507,507,507,507,507,507,@united Delayed due to lack of crew and now delayed again because there's a long line for deicing... Still need to improve service #united,delayed due lack crew delayed long line still need improve service united,neg
508,508,508,508,508,508,508,@united thanks -- we filled it out. How's our luck with this? Is it common?,thanks filled luck,neg
509,509,509,509,509,509,509,@united Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),express connection hugely popular could,neg
510,510,510,510,510,510,510,@united even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All 90 mins?,even international flight glasgow orlando,neg
511,511,511,511,511,511,511,@united you think you boarded flight AU1066 too early? I think so.,think boarded flight think,neg
512,512,512,512,512,512,512,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price.",tough way get airport serious risk steep,neg
513,513,513,513,513,513,513,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",gate agent hooked alternate way prevent constant would,neg
514,514,514,514,514,514,514,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,flying long airport departure international ta,neg
515,515,515,515,515,515,515,@united thanks,thanks,neg
516,516,516,516,516,516,516,@united Thanks. It is on the same ticket.,,neg
517,517,517,517,517,517,517,@united why not? Is it a law or a policy?,law,neg
518,518,518,518,518,518,518,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,nonrefundable first class oh select system auto selects economy,neg
519,519,519,519,519,519,519,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service,buy tix day flight transfer flawed security flawed customer service,neg
520,520,520,520,520,520,520,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",start claim week really supposed go long car seat,neg
521,521,521,521,521,521,521,@united follow me please this airline is beautifull â™¥,follow please airline beautifull,neg
522,522,522,522,522,522,522,"@united no I don't, but I'm sure United have my info on its system.",sure united info,neg
523,523,523,523,523,523,523,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",car seat lost reimburse new pair necessity child,neg
524,524,524,524,524,524,524,@united Just submitted my response on the link you sent.,submitted response link,neg
525,525,525,525,525,525,525,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519",david allan send email number,neg
526,526,526,526,526,526,526,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,totally suck cousin worked phl said,neg
527,527,527,527,527,527,527,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,wanted let know wonderful rosetta gate agent working flight dan let know wasappreciated,neg
528,528,528,528,528,528,528,"@united yes, a paper voucher that I got on January 26th 2015",paper voucher got january,neg
529,529,529,529,529,529,529,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,beginning feb called united said would send another voucher never got tiredofwaiting,neg
530,530,530,530,530,530,530,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",internet great emailing executive maybe respond timely,neg
531,531,531,531,531,531,531,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",need use chase united club pas old come,neg
532,532,532,532,532,532,532,@united and what am I suppose to do with that number?,suppose,neg
533,533,533,533,533,533,533,"@united thats weak. See ya ðŸ‘‹
Hey @VirginAmerica !!",thats see ya hey,pos
534,534,534,534,534,534,534,@united I flew back w other company since United didnt have an earlier flight,flew back w company since united didnt earlier flight,neg
535,535,535,535,535,535,535,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,lost voucher given miami aeroport jan use,neg
536,536,536,536,536,536,536,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,trying book award september need flight show even many award seat availab,neg
537,537,537,537,537,537,537,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,sure drive total hour get like explain debacle one want talk,neg
538,538,538,538,538,538,538,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,gee like almost caring ppl think int trusted adult daughter,neg
539,539,539,539,539,539,539,"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",told repeatedly pilot late flight kept getting late defibrillator,neg
540,540,540,540,540,540,540,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,preferred security line tsa pull partner platinum spoiled,neg
541,541,541,541,541,541,541,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,newarkliberty airport need indicate different terminal flyingainteasy,neg
542,542,542,542,542,542,542,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",yes newly married trying update last name preexisting international seems,neg
543,543,543,543,543,543,543,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,united refuse reissue lost voucher plane take due badcustomerservice,neg
544,544,544,544,544,544,544,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",also run instructed shattered,neg
545,545,545,545,545,545,545,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",agent last one agent thankfully ladan,neg
546,546,546,546,546,546,546,@united that's right- with an overnight Miami.,overnight,neg
547,547,547,547,547,547,547,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,client hr layover iah claim recheck taken care,neg
548,548,548,548,548,548,548,"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",trying find loaner seat new used car seat illegal according safety regulation,neg
549,549,549,549,549,549,549,@united i DMed you the details,dmed detail,neg
550,550,550,550,550,550,550,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",iah baggage claim rep latrice customerservice non ignored customer inappropriately touched customer,neg
551,551,551,551,551,551,551,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",also let know overhead bin row love good,neg
552,552,552,552,552,552,552,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",thanks issue guess sit awhile,neg
553,553,553,553,553,553,553,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,would loved respond website saw really long business new seat bad,neg
554,554,554,554,554,554,554,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,refund flight voucher another flight different airline expense hour drive inconvenient,neg
555,555,555,555,555,555,555,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,received call back infant car seat supposed go anywhere child,neg
556,556,556,556,556,556,556,@united thanks again for your concern. I will contact customer care upon our return from Australia.,thanks contact customer care upon return,neg
557,557,557,557,557,557,557,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,well sitting ground waiting tiredofthis,neg
558,558,558,558,558,558,558,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",snow removal method keep good work become,neg
559,559,559,559,559,559,559,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",need guy book travel someone else moving,neg
560,560,560,560,560,560,560,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,measly appreciate loyal customer wait tarmac unacceptable,neg
561,561,561,561,561,561,561,@united When will email address/username sign-on be available? It's been a while.,email,neg
562,562,562,562,562,562,562,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,thank able claim interim expense cost stuff,neg
563,563,563,563,563,563,563,@united rude rude,rude rude,neg
564,564,564,564,564,564,564,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,get boarding pas austrian airline codeshare rebook incls hour layover stuck outside sec,neg
565,565,565,565,565,565,565,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,received united truly break unitedbreaksguitars wantmymoneyback,neg
566,566,566,566,566,566,566,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,flew telaviv paid third suitcase even make besides impolite,neg
567,567,567,567,567,567,567,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,bag still colo disabled search unfamiliar airport look good outcome,neg
568,568,568,568,568,568,568,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,shame flex ticket transfer even calling neurosurgery icu,neg
569,569,569,569,569,569,569,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,denver said handle baggage made gave number help,neg
